"bp-Homecard href","Badge","bp-Homecard__Photo--image src","bp-Homecard__Photo","bp-Homecard__Price--value","bp-Homecard__Price--label","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value","bp-Homecard__Content"
"https://www.redfin.com/GA/Atlanta/1737-Marcel-Ave-SW-30311/home/24850817","","","1737 Marcel Ave SW, Atlanta, GA 30311","$160,500","","2 beds","1 bath","960","[{""@context"":""http://schema.org"",""name"":""1737 Marcel Ave SW, Atlanta, GA 30311"",""url"":""https://www.redfin.com/GA/Atlanta/1737-Marcel-Ave-SW-30311/home/24850817"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1737 Marcel Ave SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30311"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7086326,""longitude"":-84.4449034},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":960,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""1737 Marcel Ave SW, Atlanta, GA 30311"",""offers"":{""@type"":""Offer"",""price"":""160500"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/1737-Marcel-Ave-SW-30311/home/24850817""}]"
"https://www.redfin.com/GA/Atlanta/3288-Wellington-Walk-SW-30331/home/24859489","","","3288 Wellington Walk SW, Atlanta, GA 30331","$300,000","","3 beds","2.5 baths","1,742","[{""@context"":""http://schema.org"",""name"":""3288 Wellington Walk SW, Atlanta, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/3288-Wellington-Walk-SW-30331/home/24859489"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""3288 Wellington Walk SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6601137,""longitude"":-84.5167581},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1742,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""3288 Wellington Walk SW, Atlanta, GA 30331"",""offers"":{""@type"":""Offer"",""price"":""300000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/3288-Wellington-Walk-SW-30331/home/24859489""}]"
"https://www.redfin.com/GA/Atlanta/155-Peachtree-Hills-Ave-NE-30305/home/24860131","","","155 Peachtree Hills Ave NE, Atlanta, GA 30305","$795,000","","2 beds","1 bath","1,457","[{""@context"":""http://schema.org"",""name"":""155 Peachtree Hills Ave NE, Atlanta, GA 30305"",""url"":""https://www.redfin.com/GA/Atlanta/155-Peachtree-Hills-Ave-NE-30305/home/24860131"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""155 Peachtree Hills Ave NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30305"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8178367,""longitude"":-84.383108},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1457,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""155 Peachtree Hills Ave NE, Atlanta, GA 30305"",""offers"":{""@type"":""Offer"",""price"":""795000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/155-Peachtree-Hills-Ave-NE-30305/home/24860131""}]"
"https://www.redfin.com/GA/Atlanta/1696-Beecher-St-SW-30310/home/24861320","","","1696 Beecher St SW, Atlanta, GA 30310","$265,000","","3 beds","1.5 baths","1,807","[{""@context"":""http://schema.org"",""name"":""1696 Beecher St SW, Atlanta, GA 30310"",""url"":""https://www.redfin.com/GA/Atlanta/1696-Beecher-St-SW-30310/home/24861320"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1696 Beecher St SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30310"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7334911,""longitude"":-84.4433838},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1807,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""1696 Beecher St SW, Atlanta, GA 30310"",""offers"":{""@type"":""Offer"",""price"":""265000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/1696-Beecher-St-SW-30310/home/24861320""}]"
"https://www.redfin.com/GA/Atlanta/1145-Smith-St-SW-30310/home/24862079","","","1145 Smith St SW, Atlanta, GA 30310","$290,000","","3 beds","2.5 baths","1,680","[{""@context"":""http://schema.org"",""name"":""1145 Smith St SW, Atlanta, GA 30310"",""url"":""https://www.redfin.com/GA/Atlanta/1145-Smith-St-SW-30310/home/24862079"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1145 Smith St SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30310"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7238358,""longitude"":-84.4010484},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1680,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""1145 Smith St SW, Atlanta, GA 30310"",""offers"":{""@type"":""Offer"",""price"":""290000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/1145-Smith-St-SW-30310/home/24862079""}]"
"https://www.redfin.com/GA/Atlanta/5940-Morgan-Rd-30340/home/25071581","","","5940 Morgan Rd, Atlanta, GA 30340","$270,000","Last sold price","4 beds","2 baths","1,298","{""@context"":""http://schema.org"",""name"":""5940 Morgan Rd, Atlanta, GA 30340"",""url"":""https://www.redfin.com/GA/Atlanta/5940-Morgan-Rd-30340/home/25071581"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""5940 Morgan Rd"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30340"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.9268889,""longitude"":-84.2333921},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1298,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/40-12th-St-NE-30309/unit-1006/home/180296917","SOLD APR 29, 2025","https://ssl.cdn-redfin.com/photo/82/islphoto/467/genIslnoResize.7570467_0.jpg","40 12th St #1006, Atlanta, GA 30309","$1,992,819","Last sold price","4 beds","3.5 baths","—","{""@context"":""http://schema.org"",""name"":""40 12th St #1006, Atlanta, GA 30309"",""url"":""https://www.redfin.com/GA/Atlanta/40-12th-St-NE-30309/unit-1006/home/180296917"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""40 12th St #1006"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30309"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7849656,""longitude"":-84.3864034},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1966-Drew-Dr-30318/home/182977299","SOLD APR 24, 2025","https://ssl.cdn-redfin.com/photo/82/islphoto/348/genIslnoResize.7522348_0.jpg","1966 Drew Dr NW, Atlanta, GA 30318","$425,000","Last sold price","3 beds","2.5 baths","1,470","{""@context"":""http://schema.org"",""name"":""1966 Drew Dr NW, Atlanta, GA 30318"",""url"":""https://www.redfin.com/GA/Atlanta/1966-Drew-Dr-30318/home/182977299"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1966 Drew Dr NW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30318"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7931632,""longitude"":-84.4532799},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1470,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/56-Walthall-St-NE-30307/home/182985564","SOLD APR 21, 2025","https://ssl.cdn-redfin.com/photo/82/islphoto/141/genIslnoResize.7540141_3.jpg","56 Walthall St NE, Atlanta, GA 30307","$925,000","Last sold price","4 beds","3.5 baths","2,286","{""@context"":""http://schema.org"",""name"":""56 Walthall St NE, Atlanta, GA 30307"",""url"":""https://www.redfin.com/GA/Atlanta/56-Walthall-St-NE-30307/home/182985564"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""56 Walthall St NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30307"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7549573,""longitude"":-84.3525486},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2286,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/3212-E-Lake-Dr-SE-30317/home/191952929","SOLD MAY 28, 2025","https://ssl.cdn-redfin.com/photo/82/islphoto/367/genIslnoResize.7433367_0.jpg","3212 Bateman Dr, Atlanta, GA 30354","$369,993","Last sold price","4 beds","3.5 baths","—","{""@context"":""http://schema.org"",""name"":""3212 Bateman Dr, Atlanta, GA 30354"",""url"":""https://www.redfin.com/GA/Atlanta/3212-E-Lake-Dr-SE-30317/home/191952929"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""3212 Bateman Dr"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30354"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.66035,""longitude"":-84.386389},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1170-N-Highland-Ave-NE-30306/unit-A8/home/192304635","SOLD MAY 9, 2025","https://ssl.cdn-redfin.com/photo/82/islphoto/014/genIslnoResize.7562014_1.jpg","1170 N Highland Ave NE Unit A8, Atlanta, GA 30306","$475,000","Last sold price","2 beds","2 baths","1,206","{""@context"":""http://schema.org"",""name"":""1170 N Highland Ave NE Unit A8, Atlanta, GA 30306"",""url"":""https://www.redfin.com/GA/Atlanta/1170-N-Highland-Ave-NE-30306/unit-A8/home/192304635"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1170 N Highland Ave NE Unit A8"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30306"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7866613,""longitude"":-84.3554484},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1206,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/127-Stein-Steel-St-SE-30316/unit-12/home/193214280","","https://ssl.cdn-redfin.com/photo/82/islphoto/356/genIslnoResize.7497356_2.jpg","127 Stein Steel St #12, Atlanta, GA 30316","$857,019","Last sold price","3 beds","2.5 baths","1,853","{""@context"":""http://schema.org"",""name"":""127 Stein Steel St #12, Atlanta, GA 30316"",""url"":""https://www.redfin.com/GA/Atlanta/127-Stein-Steel-St-SE-30316/unit-12/home/193214280"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""127 Stein Steel St #12"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30316"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.75051,""longitude"":-84.356996},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1853,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/6422-Rosetta-Dr-SW-30331/home/193681487","","https://ssl.cdn-redfin.com/photo/82/islphoto/086/genIslnoResize.7563086_1.jpg","6422 Rosetta Dr, South Fulton, GA 30331","$329,990","Last sold price","3 beds","2.5 baths","1,695","{""@context"":""http://schema.org"",""name"":""6422 Rosetta Dr, South Fulton, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/6422-Rosetta-Dr-SW-30331/home/193681487"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6422 Rosetta Dr"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.689515,""longitude"":-84.601343},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1695,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/2171-Burnside-Dr-NW-30318/home/193681874","","https://ssl.cdn-redfin.com/photo/82/islphoto/524/genIslnoResize.7568524_B.jpg","2171 Burnside Dr NW, Atlanta, GA 30318","$735,000","Last sold price","3 beds","4 baths","3,130","{""@context"":""http://schema.org"",""name"":""2171 Burnside Dr NW, Atlanta, GA 30318"",""url"":""https://www.redfin.com/GA/Atlanta/2171-Burnside-Dr-NW-30318/home/193681874"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2171 Burnside Dr NW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30318"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8151604,""longitude"":-84.4406662},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":3130,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/3400-Ripple-LOOP-30349/unit-129/home/193687592","","https://ssl.cdn-redfin.com/photo/82/islphoto/533/genIslnoResize.7490533_1.jpg","3400 Ripple Loop #129, South Fulton, GA 30349","$289,410","Last sold price","3 beds","2.5 baths","—","{""@context"":""http://schema.org"",""name"":""3400 Ripple Loop #129, South Fulton, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/3400-Ripple-LOOP-30349/unit-129/home/193687592"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""3400 Ripple Loop #129"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.589584,""longitude"":-84.502106},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/4854-Station-LN-30349/unit-20/home/193863312","","https://ssl.cdn-redfin.com/photo/81/islphoto/493/genIslnoResize.10553493_0.jpg","4854 Station Ln #20, Union City, GA 30349","$327,490","Last sold price","3 beds","2.5 baths","—","{""@context"":""http://schema.org"",""name"":""4854 Station Ln #20, Union City, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/4854-Station-LN-30349/unit-20/home/193863312"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""4854 Station Ln #20"",""addressLocality"":""Union City"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.608086,""longitude"":-84.552646},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/6166-Ripple-Way-30349/unit-79/home/194427834","","https://ssl.cdn-redfin.com/photo/82/islphoto/918/genIslnoResize.7513918_1.jpg","6166 Ripple Way #79, South Fulton, GA 30349","$285,033","Last sold price","3 beds","2.5 baths","—","{""@context"":""http://schema.org"",""name"":""6166 Ripple Way #79, South Fulton, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/6166-Ripple-Way-30349/unit-79/home/194427834"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6166 Ripple Way #79"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.5880906,""longitude"":-84.5012366},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Mableton/6379-Apalachee-Way-SE-30126/home/194595534","","https://ssl.cdn-redfin.com/photo/82/islphoto/503/genIslnoResize.7533503_0.jpg","6379 Apalachee Way SE, Smyrna, GA 30126","$395,000","Last sold price","3 beds","3 baths","2,386","{""@context"":""http://schema.org"",""name"":""6379 Apalachee Way SE, Smyrna, GA 30126"",""url"":""https://www.redfin.com/GA/Mableton/6379-Apalachee-Way-SE-30126/home/194595534"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6379 Apalachee Way SE"",""addressLocality"":""Smyrna"",""addressRegion"":""GA"",""postalCode"":""30126"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.801728,""longitude"":-84.504995},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2386,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/640-Irwin-St-NE-30312/home/195090884","","https://ssl.cdn-redfin.com/photo/82/islphoto/642/genIslnoResize.7541642_2.jpg","640 Irwin St NE, Atlanta, GA 30312","$1,200,000","Last sold price","3 beds","3.5 baths","2,890","{""@context"":""http://schema.org"",""name"":""640 Irwin St NE, Atlanta, GA 30312"",""url"":""https://www.redfin.com/GA/Atlanta/640-Irwin-St-NE-30312/home/195090884"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""640 Irwin St NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30312"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.757718,""longitude"":-84.3660136},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2890,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/305-Norwood-Ave-NE-30317/home/195092643","","https://ssl.cdn-redfin.com/photo/82/islphoto/149/genIslnoResize.7542149_4.jpg","305 Norwood Ave NE, Atlanta, GA 30317","$775,030","Last sold price","3 beds","2.5 baths","2,472","{""@context"":""http://schema.org"",""name"":""305 Norwood Ave NE, Atlanta, GA 30317"",""url"":""https://www.redfin.com/GA/Atlanta/305-Norwood-Ave-NE-30317/home/195092643"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""305 Norwood Ave NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30317"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7616646,""longitude"":-84.3203884},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2472,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1110-S-Highland-Bluff-Drive-E-30339/unit-110/home/195110609","","https://ssl.cdn-redfin.com/photo/82/islphoto/070/genIslnoResize.7545070_3.jpg","1110 Highland Bluff Dr SE #110, Atlanta, GA 30339","$268,500","Last sold price","2 beds","2 baths","1,224","{""@context"":""http://schema.org"",""name"":""1110 Highland Bluff Dr SE #110, Atlanta, GA 30339"",""url"":""https://www.redfin.com/GA/Atlanta/1110-S-Highland-Bluff-Drive-E-30339/unit-110/home/195110609"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1110 Highland Bluff Dr SE #110"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30339"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.889002,""longitude"":-84.452265},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1224,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/4274-Notting-Hill-Dr-SW-30331/unit-24/home/195144509","","https://ssl.cdn-redfin.com/photo/82/islphoto/779/genIslnoResize.7546779_1.jpg","4274 Notting Hill Dr #24, Atlanta, GA 30331","$249,990","Last sold price","3 beds","2.5 baths","1,467","{""@context"":""http://schema.org"",""name"":""4274 Notting Hill Dr #24, Atlanta, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/4274-Notting-Hill-Dr-SW-30331/unit-24/home/195144509"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""4274 Notting Hill Dr #24"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6947532,""longitude"":-84.5362807},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1467,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/South-Fulton/7181-Linden-Dr-30349/home/195261920","","https://ssl.cdn-redfin.com/photo/82/islphoto/352/genIslnoResize.7554352_2.jpg","7181 Linden Dr, South Fulton, GA 30349","$514,990","Last sold price","4 beds","3 baths","3,106","{""@context"":""http://schema.org"",""name"":""7181 Linden Dr, South Fulton, GA 30349"",""url"":""https://www.redfin.com/GA/South-Fulton/7181-Linden-Dr-30349/home/195261920"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""7181 Linden Dr"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6546117,""longitude"":-84.620233},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":3106,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/728-Red-Wolf-Run-30349/unit-728/home/195431277","","https://ssl.cdn-redfin.com/photo/82/islphoto/431/genIslnoResize.7561431_2.jpg","728 Red Wolf Run #728, Atlanta, GA 30349","$425,000","Last sold price","3 beds","2 baths","2,444","{""@context"":""http://schema.org"",""name"":""728 Red Wolf Run #728, Atlanta, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/728-Red-Wolf-Run-30349/unit-728/home/195431277"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""728 Red Wolf Run #728"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6617169,""longitude"":-84.5788885},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2444,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/6422-Rosetta-Dr-30331/unit-51/home/195459890","","https://ssl.cdn-redfin.com/photo/81/islphoto/942/genIslnoResize.10503942_0.jpg","6422 Rosetta Dr #51, South Fulton, GA 30331","$329,990","Last sold price","3 beds","2.5 baths","1,695","{""@context"":""http://schema.org"",""name"":""6422 Rosetta Dr #51, South Fulton, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/6422-Rosetta-Dr-30331/unit-51/home/195459890"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6422 Rosetta Dr #51"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.689515,""longitude"":-84.601343},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1695,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/6428-Rosetta-Dr-30331/unit-54/home/195508400","","https://ssl.cdn-redfin.com/photo/82/islphoto/619/genIslnoResize.7567619_0.jpg","6428 Rosetta Dr #54, South Fulton, GA 30331","$324,990","Last sold price","3 beds","2.5 baths","1,695","{""@context"":""http://schema.org"",""name"":""6428 Rosetta Dr #54, South Fulton, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/6428-Rosetta-Dr-30331/unit-54/home/195508400"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6428 Rosetta Dr #54"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.689666,""longitude"":-84.601505},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1695,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/6182-Ripple-Way-30349/unit-83/home/195591188","","https://ssl.cdn-redfin.com/photo/82/islphoto/621/genIslnoResize.7572621_0.jpg","6182 Ripple Way #83, South Fulton, GA 30349","$290,170","Last sold price","3 beds","2.5 baths","—","{""@context"":""http://schema.org"",""name"":""6182 Ripple Way #83, South Fulton, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/6182-Ripple-Way-30349/unit-83/home/195591188"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6182 Ripple Way #83"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.5873875,""longitude"":-84.5012384},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/6427-Rosetta-Dr-30331/unit-64/home/195776700","","https://ssl.cdn-redfin.com/photo/82/islphoto/616/genIslnoResize.7577616_0.jpg","6427 Rosetta Dr #64, South Fulton, GA 30331","$329,990","Last sold price","3 beds","2.5 baths","1,695","{""@context"":""http://schema.org"",""name"":""6427 Rosetta Dr #64, South Fulton, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/6427-Rosetta-Dr-30331/unit-64/home/195776700"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6427 Rosetta Dr #64"",""addressLocality"":""South Fulton"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.689834,""longitude"":-84.601041},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1695,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/2535-Astaire-Ct-NW-30318/home/195872456","","https://ssl.cdn-redfin.com/photo/82/islphoto/013/genIslnoResize.7584013_0.jpg","2535 Astaire Ct, Atlanta, GA 30318","$499,457","Last sold price","3 beds","4 baths","2,139","{""@context"":""http://schema.org"",""name"":""2535 Astaire Ct, Atlanta, GA 30318"",""url"":""https://www.redfin.com/GA/Atlanta/2535-Astaire-Ct-NW-30318/home/195872456"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2535 Astaire Ct"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30318"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8072546,""longitude"":-84.470497},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2139,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
